sku,item_type,manufacturer,product_name,size,count,percent_of_customers
42386001,HAMBURGER,Quick,Quick Seasoned Hamburger ,14.6,31,0.0271732
42387001,SNACKS,Quaker,Apple Nut Harvest Real Medley Bars,6.7 oz,29,0.0259152
42388001,SNACKS,Quaker,Cherry Pistachio Real Medley Bars,6.7 oz,30,0.0262297
42389001,SNACKS,Quaker,Granola Bars Chewy Chocolate Chip,6 pkg,34,0.029878
42390001,CEREAL,Quaker,Life Cereal,13 oz,5,0.00427727
42391001,CEREAL,Quaker,Life Cinnamon Cereal,13 oz,4,0.00352246
42392001,CEREAL,Quaker,Ohs Honey Graham Cereal,10.5 oz,5,0.00478048
42393001,SNACKS,Quaker,Peach Almond Real Medley Bars,6.7 oz,28,0.0242798
42394001,SNACKS,Quaker,Yogurt Strawberry Chewy Granola Bars,6.1 oz,30,0.0259781
42395001,,Purnell,Sausage Pork,1 lbs,32,0.0278651
42396001,PRODUCE,Produce,Lettuce Head,1 ct,29,0.025412
42397001,PRODUCE,Produce,Turnip Greens Vegetables,1 lbs,31,0.0274248
42398001,COFFEE/CREAMER,Private Selection,Mocha Coffee,12 oz,30,0.0264184
42399001,SNACKS,Pringles,Bacon Potato Crisps,5.6 oz,30,0.0267958
42400001,SNACKS,Pringles,BBQ Grab & Go,2.5 oz,31,0.027299
42401001,SNACKS,Pringles,BBQ Potato Crisps,5.5 oz,31,0.0271103
42402001,SNACKS,Pringles,Buffalo Ranch Potato Crisps,5.5 oz,31,0.0274248
42403001,SNACKS,Pringles,Cheddar & Sour Cream Potato Crisps,5.5 oz,28,0.0242169
42404001,SNACKS,Pringles,Cheddar Cheese Grab & Go,2.5 oz,29,0.0254749
42405001,SNACKS,Pringles,Cheddar Cheese Potato Crisps,5.5 oz,30,0.0263555
42406001,SNACKS,Pringles,Cheese Burger Potato Crisps,5.5 oz,33,0.0287458
42407001,SNACKS,Pringles,Honey Butter Stix,4.88 oz,29,0.025412
42408001,SNACKS,Pringles,Honey Mustard Potato Crisps,5.5 oz,31,0.0268587
42409001,SNACKS,Pringles,Jalapeno Potato Crisps,5.5 oz,29,0.0256007
42410001,SNACKS,Pringles,Lightly Salted Cheddar Cheese Potato Crisps,5.5 oz,29,0.0257894
42411001,SNACKS,Pringles,Lightly Salted Potato Crisps,5.5 oz,29,0.0253491
42412001,SNACKS,Pringles,Loaded Baked Potato Potato Crisps,5.5 oz,32,0.0278651
42413001,SNACKS,Pringles,Loud Fiery Chili Lime Corn Crisps,5.4 oz,30,0.0267958
42414001,SNACKS,Pringles,Loud Mighty Margherita Pizza Grain & Vegetable Crisps,5.1 oz,29,0.0257894
42415001,SNACKS,Pringles,Loud Salsa Fiesta Corn Crisps,5.4 oz,30,0.0261039
42416001,SNACKS,Pringles,Loud Spicy Queso Corn Crisps,5.4 oz,32,0.0280538
42417001,SNACKS,Pringles,Loud Super Cheesy Italian Grain & Vegetable Crisps,5.1 oz,32,0.0281796
42418001,SNACKS,Pringles,Memphis BBQ Potato Crisps,5.5 oz,29,0.0259152
42419001,SNACKS,Pringles,Mixed Flavors Snack Stacks,24 ct,31,0.0272361
42420001,SNACKS,Pringles,Original Fat Free Potato Chips,5.43 oz,32,0.0284941
42421001,SNACKS,Pringles,Original Grab & Go,2.36 oz,29,0.0257265
42422001,SNACKS,Pringles,Original Potato Crisps,12 ct,29,0.0252233
42423001,SNACKS,Pringles,Original Potato Crisps,5.2 oz,29,0.0257894
42424001,SNACKS,Pringles,Pizza Potato Crisps,5.5 oz,30,0.0264813
42425001,SNACKS,Pringles,Pizza Stix,4.88 ct,31,0.0269216
42426001,SNACKS,Pringles,Ranch Potato Crisps,5.5 oz,29,0.0251604
42427001,SNACKS,Pringles,Reduced Fat Potato Crisps,5.5 oz,30,0.0267329
42428001,SNACKS,Pringles,Reduced Fat Sour Cream & Onion Potato Crisps,5.2 oz,29,0.0257265
42429001,SNACKS,Pringles,Salt & Vinegar Potato Crisps,5.5 oz,29,0.0257265
42430001,SNACKS,Pringles,Screamin Dill Pickle Potato Crisps,5.5 oz,32,0.0284312
42431001,SNACKS,Pringles,Sour Cream & Onion Grab & Go,2.5 oz,33,0.0293748
42432001,SNACKS,Pringles,Sour Cream & Onion Potato Crisps,5.5 oz,30,0.0267329
42433001,SNACKS,Pringles,Sour Cream & Onion Stacks,12 ct,31,0.0269216
42434001,SNACKS,Pringles,Variety Pack Grab & Go,15 ct,28,0.0249717
42435001,,Powerade,Zero Fruit Punch,32 oz,32,0.0277393
42436001,,Powerade,Zero Grape,32 oz,30,0.0262297
42437001,,Powerade,Zero Mixed Berry,32 oz,32,0.0284312
42438001,,Powerade,Zero Orange,32 oz,29,0.0250975
42439001,CEREAL,Post,Fruity Pebbles Cereal,15 oz,5,0.00440307
42440001,CEREAL,Post,Great Grains Crunchy Pecan Cereal,16 oz,4,0.00383696
42441001,CEREAL,Post,Great Grains Date Pecan Raisin Cereal,16 oz,4,0.00377406
42442001,CEREAL,Post,Honey Bunches Of Oat Honey Roasted Cereal,18 oz,5,0.00402566
42443001,CEREAL,Post,Honey Bunches Of Oats Almond Cereal,14.5 oz,5,0.00396276
42444001,CEREAL,Post,Honey Bunches Of Oats Greek Honey Crunch Cereal,12.5 oz,5,0.00474177
42445001,CEREAL,Post,Honey Bunches Of Oats Honet Roasted Cereal,14.5 oz,4,0.00358536
42446001,CEREAL,Post,Honey Bunches Of Oats Honey Roasted Cereal,48 oz,4,0.00389986
42447001,CEREAL,Post,Honey Bunches Of Oats Morning Energy Chocolate Almond Crunch Cereal,12.5 oz,5,0.00446597
42448001,CEREAL,Post,Honey Bunches Of Oats Morning Energy Cinnamon Crunch Cereal,12.5 oz,5,0.00452887
42449001,CEREAL,Post,Honey Bunches Of Oats Strawberry Cereal,13 oz,6,0.00535142
42450001,CEREAL,Post,Honey Bunches Of Oats With Almonds Cereal,18 oz,4,0.00333375
42451001,SOUP,Pleasant,Pleasant Beef Soup ,14.8,30,0.0266071
42452001,CANNED VEGETABLES,Pleasant,Pleasant Canned Beets ,7.71,30,0.0263555
42453001,CANNED VEGETABLES,Pleasant,Pleasant Canned Peas ,17.8,30,0.0265442
42454001,CANNED VEGETABLES,Pleasant,Pleasant Canned String Beans ,6.5,32,0.027928
42455001,CANNED VEGETABLES,Pleasant,Pleasant Canned Tomatos ,3.11,30,0.0266071
42456001,TUNA,Pleasant,Pleasant Canned Tuna in Oil ,5.9,30,0.0264813
42457001,TUNA,Pleasant,Pleasant Canned Tuna in Water ,3.4,32,0.0279909
42458001,CANNED VEGETABLES,Pleasant,Pleasant Canned Yams ,8.5,32,0.0279909
42459001,SOUP,Pleasant,Pleasant Chicken Noodle Soup ,19.2,30,0.0264184
42460001,SOUP,Pleasant,Pleasant Chicken Ramen Soup ,19.2,29,0.0251604
42461001,SOUP,Pleasant,Pleasant Chicken Soup ,18.5,31,0.0275506
42462001,CANNED VEGETABLES,Pleasant,Pleasant Creamed Corn ,8,30,0.0262926
42463001,SOUP,Pleasant,Pleasant Noodle Soup ,16.2,31,0.0273619
42464001,SOUP,Pleasant,Pleasant Regular Ramen Soup ,9.5,31,0.027299
42465001,SOUP,Pleasant,Pleasant Rice Soup ,12,27,0.0240911
42466001,SOUP,Pleasant,Pleasant Turkey Noodle Soup ,12.5,28,0.0242169
42467001,SOUP,Pleasant,Pleasant Vegetable Soup ,18.5,31,0.0276764
42468001,SUGAR,Plato,Plato Brown Sugar ,8.19,31,0.0275506
42469001,COOKING OIL,Plato,Plato Canola Oil ,6.94,29,0.0256007
42470001,PEANUT BUTTER,Plato,Plato Chunky Peanut Butter ,9,6,0.00509498
42471001,COOKING OIL,Plato,Plato Corn Oil ,10.3,30,0.0261668
42472001,PEANUT BUTTER,Plato,Plato Creamy Peanut Butter ,17.2,6,0.00540949
42473001,PEANUT BUTTER,Plato,Plato Extra Chunky Peanut Butter ,16.2,5,0.00478048
42474001,SPICES,Plato,Plato Oregano ,14.6,31,0.0269845
42475001,SPICES,Plato,Plato Pepper ,13.5,29,0.0259152
42476001,SPICES,Plato,Plato Salt ,13.8,30,0.0267958
42477001,COOKING OIL,Plato,Plato Sesame Oil ,19.7,29,0.0259152
42478001,COOKING OIL,Plato,Plato Vegetable Oil ,12.5,30,0.0267958
42479001,SUGAR,Plato,Plato White Sugar ,9.39,31,0.0269845
42480001,OTHER DAIRY/NOT MILK,Pillsbury,Grands Biscuits Buttermilk,20 ct,33,0.0291232
42481001,OTHER DAIRY/NOT MILK,Pillsbury,Grands Biscuits Flaky Layers Buttermilk,16.3 oz,31,0.0276135
42482001,OTHER DAIRY/NOT MILK,Pillsbury,Grands Biscuits Southern Homestyle Buttermilk,10.2 oz,31,0.0271732
42483001,OTHER DAIRY/NOT MILK,Pillsbury,Grands Biscuits Southern Homestyle Buttermilk,16.3 oz,29,0.0259152
42484001,OTHER DAIRY/NOT MILK,Pillsbury,Grands Junior Biscuits Flaky Layers Buttermilk,6 oz,31,0.0276135
42485001,TV DINNER,PigTail,PigTail Beef TV Dinner ,13.5,27,0.0240282
42486001,TV DINNER,PigTail,PigTail Chicken TV Dinner ,16.3,31,0.0270474
42487001,FRENCH FRIES,PigTail,PigTail Fajita French Fries ,4.88,32,0.0284941
42488001,FROZEN VEGETABLES,PigTail,PigTail Frozen Broccoli ,8.19,28,0.0248459
42489001,FROZEN VEGETABLES,PigTail,PigTail Frozen Carrots ,4.98,30,0.0264813
42490001,FROZEN VEGETABLES,PigTail,PigTail Frozen Cauliflower ,5.76,26,0.0232734
42491001,PIZZA,PigTail,PigTail Frozen Cheese Pizza ,9.6,32,0.0280538
42492001,FROZEN CHICKEN,PigTail,PigTail Frozen Chicken Breast ,10.5,28,0.0249717
42493001,FROZEN CHICKEN,PigTail,PigTail Frozen Chicken Thighs ,17.5,31,0.0271732
42494001,FROZEN CHICKEN,PigTail,PigTail Frozen Chicken Wings ,5.35,30,0.0262926
42495001,FROZEN VEGETABLES,PigTail,PigTail Frozen Corn ,11.6,31,0.0270474
42496001,PIZZA,PigTail,PigTail Frozen Mushroom Pizza ,8.1,29,0.0250975
42497001,FROZEN VEGETABLES,PigTail,PigTail Frozen Peas ,7.84,32,0.0277393
42498001,PIZZA,PigTail,PigTail Frozen Pepperoni Pizza ,3.05,30,0.0261039
42499001,PIZZA,PigTail,PigTail Frozen Sausage Pizza ,16.7,31,0.0275506
42500001,POPSICLES,PigTail,PigTail Grape Popsicles ,14.5,29,0.0259152
42501001,FRENCH FRIES,PigTail,PigTail Home Style French Fries ,7.93,32,0.0280538
42502001,ICE CREAM,PigTail,PigTail Ice Cream ,18,27,0.0239024
42503001,ICE CREAM,PigTail,PigTail Ice Cream Sandwich ,14.6,31,0.0276135
42504001,POPSICLES,PigTail,PigTail Lemon Popsicles ,13.3,30,0.0267958
42505001,POPSICLES,PigTail,PigTail Lime Popsicles ,15,33,0.0291861
42506001,FRENCH FRIES,PigTail,PigTail Low Fat French Fries ,6.53,28,0.0242169
42507001,POPSICLES,PigTail,PigTail Orange Popsicles ,10.6,28,0.024783
42508001,TV DINNER,PigTail,PigTail Turkey TV Dinner ,19.8,29,0.0259152
42509001,,Philly Gourmet,Hamburgers Pure Beef,32 oz,29,0.0256007
42510001,,Philly Gourmet,Hamburgers Pure Beef,64 oz,30,0.0259781
42511001,BAKING SUPPLIES,Pet,Evaporated Milk Original,12 oz,30,0.026041
42512001,SODA,Pepsi,Diet Soda,67.6 oz,31,0.0271732
42513001,SODA,Pepsi,Original Soda,67.6 oz,32,0.0281167
42514001,,Pepperidge Farm,Bagels Everything,6 ct,30,0.0264184
42515001,,Pepperidge Farm,Bagels Mini/Brown Sugar Cinnamon,17 oz,32,0.0283683
42516001,,Pepperidge Farm,Bagels Mini/Cinnamon Raisin,12 ct,31,0.0269845
42517001,,Pepperidge Farm,Bagels Mini/Plain,17 oz,30,0.0264184
42518001,,Pepperidge Farm,Bagels Mini/Whole Wheat,12 ct,30,0.0263555
42519001,,Pepperidge Farm,Bagels Pre-Sliced/Plain,21 oz,30,0.0264813
42520001,BREAD,Pepperidge Farm,Bread Cinnamon Swirl,16 oz,11,0.00987546
42521001,BREAD,Pepperidge Farm,Bread Swirl Brown Sugar Cinnamon,16 oz,12,0.0104416
42522001,BREAD,Pepperidge Farm,Bread Swirl Raisin Cinnamon,16 oz,12,0.0107561
42523001,BREAD,Pepperidge Farm,Bread White Original,16 oz,12,0.0102529
42524001,BREAD,Pepperidge Farm,Bread White Sandwich,16 oz,11,0.00981256
42525001,BREAD,Pepperidge Farm,Bread Whole Wheat Cinnamon Swirl,16 oz,14,0.012077
42526001,BREAD,Pepperidge Farm,Farmhouse Bread Hearty White,24 oz,12,0.010819
42527001,BREAD,Pepperidge Farm,Farmhouse Bread Oatmeal,24 oz,12,0.01019
42528001,BREAD,Pepperidge Farm,Farmhouse Bread Potato,22 oz,11,0.00981256
42529001,BREAD,Pepperidge Farm,Farmhouse Bread Sourdough,24 oz,13,0.0111335
42530001,,Pepperidge Farm,Goldfish Baby Cheddar,7.2 oz,28,0.0250346
42531001,,Pepperidge Farm,Goldfish Blasted Burstin BBQ,6.6 oz,30,0.0265442
42532001,,Pepperidge Farm,Goldfish Blasted Cheddar,9 pkg,30,0.026041
42533001,,Pepperidge Farm,Goldfish Blasted Slammin Sour Cream & Onion,6.6 oz,30,0.0262926
42534001,,Pepperidge Farm,Goldfish Blasted Xplosive Pizza,6.6 oz,28,0.024783
42535001,,Pepperidge Farm,Goldfish Blasted Xtra Cheddar,11 oz,32,0.0280538
42536001,,Pepperidge Farm,Goldfish Blasted Xtra Cheddar,30 oz,32,0.0284312
42537001,,Pepperidge Farm,Goldfish Blasted Xtra Cheddar,6.6 oz,31,0.027299
42538001,,Pepperidge Farm,Goldfish Cheddar,2 oz,31,0.0273619
42539001,,Pepperidge Farm,Goldfish Cheddar,20 ct,32,0.0280538
42540001,,Pepperidge Farm,Goldfish Cheddar,6.6 oz,33,0.0289345
42541001,,Pepperidge Farm,Goldfish Cheddar Colors,6.6 oz,30,0.0261668
42542001,,Pepperidge Farm,Goldfish Grahams Cookies And Creme,6.6 oz,29,0.0259152
42543001,,Pepperidge Farm,Goldfish Grahams Smores,6.6 oz,30,0.0266071
42544001,,Pepperidge Farm,Goldfish Grahams Vanilla Cupcake,6.6 oz,31,0.0276135
42545001,,Pepperidge Farm,Goldfish Mix Extra Cheddar & Pretzel,34 oz,31,0.0269216
42546001,,Pepperidge Farm,Goldfish Mix Extra Cheddar + Pretzel,6 oz,29,0.0255378
42547001,,Pepperidge Farm,Goldfish Mix Honey Mustard + Pretzel,6 oz,30,0.026041
42548001,,Pepperidge Farm,Goldfish Organic Wheat Cheddar Lunch Packs,9 pkg,29,0.025412
42549001,,Pepperidge Farm,Goldfish Parmesan,6.6 oz,29,0.0252862
42550001,,Pepperidge Farm,Goldfish Pizza,6.6 oz,28,0.0246572
42551001,,Pepperidge Farm,Goldfish Pretzel,8 oz,30,0.0266071
42552001,,Pepperidge Farm,Goldfish Princess,2 oz,33,0.0286829
42553001,,Pepperidge Farm,Goldfish Princess,6.6 oz,30,0.02667
42554001,,Pepperidge Farm,Goldfish Saltine,6.6 oz,30,0.0262926
42555001,,Pepperidge Farm,Goldfish Sweet & Savory,20 ct,30,0.0261668
42556001,,Pepperidge Farm,Goldfish Whole Grain Cheddar,6.6 oz,30,0.0264184
42557001,,Pepperidge Farm,Goldfish Whole Grain Cheddar Colors,6.6 oz,29,0.0252862
42558001,,Pepperidge Farm,Goldfish Whole Grain Cinnamon,6.6 oz,28,0.0244685
42559001,,Pepperidge Farm,Goldfish Whole Grain Honey Grahams,6.6 oz,32,0.0280538
42560001,,Pepperidge Farm,Goldfish Whole Grain Pretzel,8 oz,31,0.0273619
42561001,,Pepperidge Farm,Goldfish Whole Grain Xtra Cheddar,6.6 oz,29,0.0257265
42562001,BREAD,Pepperidge Farm,Italian Bread With Sesame Seeds,20 oz,12,0.0109448
42563001,BREAD,Pepperidge Farm,Jewish Pumpernickel Dark Pump,16 oz,13,0.0118254
42564001,BREAD,Pepperidge Farm,Jewish Rye & Pumpernickel Deli Swirl,16 oz,11,0.00981256
42565001,,Pepperidge Farm,Jewish Rye Seeded,16 oz,27,0.0240282
42566001,BREAD,Pepperidge Farm,Jewish Rye Seedless,16 oz,12,0.0101271
42567001,BREAD,Pepperidge Farm,Light Style Bread 7 Grain,16 oz,11,0.0100013
42568001,BREAD,Pepperidge Farm,Light Style Bread Soft Wheat,16 oz,13,0.0116367
42569001,STUFFING,Pepperidge Farm,Stuffing Corn Bread,14 oz,30,0.0262926
42570001,BREAD,Pepperidge Farm,Swirl Bread Blueberry,16 oz,13,0.0110077
42571001,BREAD,Pepperidge Farm,Swirl Bread Brown Sugar Cinnamon,16 oz,14,0.0124544
42572001,BREAD,Pepperidge Farm,Swirl Bread Cinnamon,16 oz,12,0.0104416
42573001,BREAD,Pepperidge Farm,Swirl Bread French Toast,14 oz,11,0.0100642
42574001,BREAD,Pepperidge Farm,Swirl Bread Raisin Cinnamon,16 oz,10,0.00912064
42575001,BREAD,Pepperidge Farm,Swirl Bread Strawberry,14 oz,11,0.00937225
42576001,BREAD,Pepperidge Farm,Swirl Oatmeal Bread Apple & Cinnamon,16 oz,12,0.0101271
42577001,BREAD,Pepperidge Farm,Swirl Oatmeal Bread Maple & Brown Sugar,16 oz,11,0.0100013
42578001,,Pepperidge Farm,Texas Toast 5 Cheese,9.5 oz,31,0.0271732
42579001,,Pepperidge Farm,Texas Toast Garlic,11 oz,28,0.0249717
42580001,BREAD,Pepperidge Farm,Very Thin Bread 100% Whole Wheat,16 oz,13,0.0111964
42581001,BREAD,Pepperidge Farm,Very Thin Bread White,16 oz,13,0.0116367
42582001,BREAD,Pepperidge Farm,Whole Grain Bread 100% Wheat Bread,24 oz,11,0.00974965
42583001,BREAD,Pepperidge Farm,Whole Grain Bread 15 Grain,24 oz,11,0.00949805
42584001,BREAD,Pepperidge Farm,Whole Grain Bread Honey Wheat,24 oz,11,0.00962385
42585001,COFFEE/CREAMER,Peets,Anniversary Blend Coffee,12 oz,30,0.02667
42586001,COFFEE/CREAMER,Peets,Cafe Domingo Coffee,12 oz,29,0.0253491
42587001,COFFEE/CREAMER,Peets,Cafe Solano Coffee,12 oz,28,0.0248459
42588001,COFFEE/CREAMER,Peets,Colombian Coffee,12 oz,28,0.0249088
42589001,COFFEE/CREAMER,Peets,French Roast Coffee,12 oz,27,0.0239653
42590001,COFFEE/CREAMER,Peets,House Blend Coffee,12 oz,31,0.0275506
42591001,COFFEE/CREAMER,Peets,House Blend Decaf Coffee,12 oz,31,0.0269216
42592001,COFFEE/CREAMER,Peets,Major Dickason Coffee,12 oz,30,0.026041
42593001,COFFEE/CREAMER,Peets,Major Dickason Decaf Coffee,12 oz,31,0.0269845
42594001,COFFEE/CREAMER,Peets,Medium Brazil Monte Alegre Coffee,12 oz,29,0.0257894
42595001,,Pedigree,Chopped Beef Dog Food,22 oz,30,0.0261668
42596001,,Pediacare,Cough & Congestion Cherry,4 oz,29,0.0257265
42597001,PASTA/NOODLES,Pasta Roni,Pasta Butter And Garlic,4.7 oz,30,0.0263555
42598001,,Pantry Essentials,Dutch Style Hot Cocoa Mix,18.5 oz,29,0.0256007
42599001,DIAPERS,Pampers,Baby Dry Size 1,44 ct,2,0.001908
42600001,DIAPERS,Pampers,Baby Dry Size 2,37 ct,2,0.00207573
42601001,DIAPERS,Pampers,Baby Dry Size 3,32 ct,3,0.00243862
42602001,DIAPERS,Pampers,Baby Dry Size 3,56 ct,3,0.0025741
42603001,DIAPERS,Pampers,Baby Dry Size 3,60 ct,3,0.00270958
42604001,DIAPERS,Pampers,Baby Dry Size 4,28 ct,3,0.00232734
42605001,DIAPERS,Pampers,Baby Dry Size 5,24 ct,2,0.00205477
42606001,DIAPERS,Pampers,Baby Dry Size 5,27 ct,3,0.00288201
42607001,DIAPERS,Pampers,Baby Dry Size 5,78 ct,3,0.00226444
42608001,DIAPERS,Pampers,Baby Dry Size 6,21 ct,2,0.00198138
42609001,DIAPERS,Pampers,Baby Dry Size 6,23 ct,2,0.00176123
42610001,DIAPERS,Pampers,Cruisers Size 3,31 ct,3,0.00256846
42611001,DIAPERS,Pampers,Cruisers Size 4,24 ct,3,0.00227492
42612001,DIAPERS,Pampers,Cruisers Size 4,26 ct,3,0.00264184
42613001,DIAPERS,Pampers,Cruisers Size 5,21 ct,3,0.00243862
42614001,DIAPERS,Pampers,Cruisers Size 5,23 ct,2,0.00182413
42615001,DIAPERS,Pampers,Cruisers Size 5,52 ct,2,0.00163543
42616001,DIAPERS,Pampers,Cruisers Size 5,66 ct,3,0.00251604
42617001,DIAPERS,Pampers,Cruisers Size 5,72 ct,3,0.00227492
42618001,DIAPERS,Pampers,Swaddlers Size 1,35 ct,2,0.00203219
42619001,DIAPERS,Pampers,Swaddlers Size 2,32 ct,3,0.00244615
42620001,DIAPERS,Pampers,Swaddlers Size Newborn,32 ct,3,0.00256179
42621001,DIAPERS,Pampers,Swaddlers Size Newborn,36 ct,3,0.00237088
42622001,,Palmolive,Oxy Blue,25 oz,30,0.0261039
42623001,,Oxi Clean,Oxi Clean Laundry Detergent,47 oz,27,0.0240282
42624001,,Ovaltine,Drink Mix Chocolate Malt,12 oz,30,0.0261039
42625001,,Ovaltine,Drink Mix Chocolate Malt,12 oz,27,0.0233992
42626001,,Ovaltine,Drink Mix Rich Chocolate,18 oz,30,0.0262926
42627001,,Oscar Mayer,Hot Dogs Regular,16 oz,29,0.0255378
42628001,,Oscar Mayer,Hot Dogs Turkey Smoked,16 oz,31,0.0269216
42629001,,Orville Redenbachers,Microwave Popcorn Butter,6 pkg,29,0.0256007
42630001,,Orville Redenbachers,Popcorn Garlic Butter & Sea Salt,8.07 oz,28,0.0249088
42631001,,Oregon,Blueberries In Light Syrup,15 oz,30,0.0262926
42632001,,Ore Ida,French Fries Shoestring,32 oz,29,0.0255378
42633001,,Open Nature,Meatballs Angus Beef,14 oz,31,0.0268587
42634001,,On Cor,Chicken Patties,27.5 oz,29,0.0256636
42635001,,Old Orchard,Juice Blueberry Pomegranate,64 oz,28,0.0244685
42636001,,Old Orchard,Juice Peach Mango,64 oz,31,0.0275506
42637001,,Old El Paso,Taco Seasoning Original,1 oz,29,0.0259152
42638001,,Ocean Spray,Craisins Original,5 oz,32,0.0279909
42639001,,Ocean Spray,Cranberry Sauce Jellied,14 oz,29,0.0252862
42640001,,Ocean Spray,Juice Cherry,64 oz,33,0.0287458
42641001,,Ocean Spray,Juice Citrus Tangerine Orange Juice,60 oz,29,0.0258523
42642001,,Ocean Spray,Juice Grape Cranberry,4 pkg,31,0.0271103
42643001,,Ocean Spray,Juice White Grapefruit,64 oz,30,0.026041
42644001,,Ocean Spray,Sparkling Juice Cranberry,4 ct,30,0.0265442
42645001,COFFEE/CREAMER,O Organics,Coffee Aztec Blend Medium,10 oz,31,0.0271732
42646001,COFFEE/CREAMER,O Organics,Coffee Columbian Excelso,10 oz,32,0.0281167
42647001,COFFEE/CREAMER,O Organics,Coffee French Roast Dark,10 oz,34,0.0296264
42648001,COFFEE/CREAMER,O Organics,Coffee Guatemalan,10 oz,30,0.0263555
42649001,COFFEE/CREAMER,O Organics,Coffee Mexican Chiapas,10 oz,28,0.0249088
42650001,COFFEE/CREAMER,O Organics,Coffee Peruvian Chanchamayo,10 oz,30,0.0261039
42651001,CEREAL,O Organics,Honey Flake & Oat Clusters Cereal,14 oz,4,0.00389986
42652001,CEREAL,O Organics,Honey Nut Os Cereal,14 oz,5,0.00415147
42653001,CEREAL,O Organics,Multi Grain Squares Cereal,13 oz,5,0.00465467
42654001,CEREAL,O Organics,Raisin Bran Cereal,15 oz,4,0.00389986
42655001,,Nutella,Spread Hazelnut,26.5 oz,29,0.0252233
42656001,COFFEE/CREAMER,New England,Coffee Breakfast Blend,12 oz,31,0.027299
42657001,COFFEE/CREAMER,New England,Coffee Hazelnut Creme,11 oz,30,0.0262926
42658001,,Nestle,Carnation Reduced Fat,12 oz,32,0.0277393
42659001,COFFEE/CREAMER,Nestle,Coffeemate French Vanilla,32 oz,30,0.0264184
42660001,SODA/JUICE/DRINKS,Nestle,Hot Cocoa Mix Milk Chocolate,6 pkg,31,0.0270474
42661001,,Nestle,Hot Cocoa Mix Mini Marshmallow,6 pkg,28,0.0245943
42662001,SODA/JUICE/DRINKS,Nestle,Milk Banana Strawberry,14 oz,29,0.0257894
42663001,,Nestea,Tea Instant,3 oz,29,0.0252862
42664001,,Nesquik,Drink Mix Chocolate,10.9 oz,30,0.0262926
42665001,,Nesquik,Drink Mix Chocolate,21.8 oz,31,0.0275506
42666001,,Nesquik,Drink Mix Chocolate,40.7 oz,30,0.02667
42667001,COFFEE/CREAMER,Nescafe,Tasters Choice Coffee,7 oz,30,0.0264184
42668001,,Natures Own,Bagels Cinnamon Raisin,20 oz,33,0.0293748
42669001,,Natures Own,Bagels Plain,20 oz,31,0.0272361
42670001,,Natures Own,Bagels Whole Wheat,20 oz,31,0.0268587
42671001,BREAD,Natures Own,Bread Cinnamon Raisin Swirl,16 oz,12,0.01019
42672001,,Natures Own,Thin Bagels White,13 oz,28,0.024783
42673001,,Natures Own,Thin Bagels Whole Wheat,13 oz,32,0.027928
42674001,DIPS,Nationeel,Nationeel Avocado Dip ,8.19,28,0.0244056
42675001,POPCORN,Nationeel,Nationeel Buttered Popcorn ,6.31,29,0.0254749
42676001,DIPS,Nationeel,Nationeel Cheese Dip ,8.69,30,0.0262297
42677001,COOKIES,Nationeel,Nationeel Chocolate Chip Cookies ,14.1,31,0.0270474
42678001,DIPS,Nationeel,Nationeel Fondue Mix ,5.98,30,0.0264184
42679001,COOKIES,Nationeel,Nationeel Frosted Cookies ,10.5,31,0.0274877
42680001,COOKIES,Nationeel,Nationeel Fudge Brownies ,13.2,32,0.0279909
42681001,COOKIES,Nationeel,Nationeel Fudge Cookies ,5.3,28,0.0250346
42682001,COOKIES,Nationeel,Nationeel Graham Crackers ,6.31,28,0.0247201
42683001,COOKIES,Nationeel,Nationeel Lemon Cookies ,12.8,26,0.0227073
42684001,COOKIES,Nationeel,Nationeel Low Fat Cookies ,11.3,27,0.0239653
42685001,POPCORN,Nationeel,Nationeel Low Fat Popcorn ,8.6,28,0.0247201
42686001,POPCORN,Nationeel,Nationeel No Salt Popcorn ,6.63,34,0.0300038
42687001,DIPS,Nationeel,Nationeel Salsa Dip ,7.89,30,0.0264184
42688001,COOKIES,Nationeel,Nationeel Sugar Cookies ,6.23,31,0.0274248
42689001,,Nabisco,Chips Ahoy Cookies Candy Blasts,12.4 oz,33,0.0286829
42690001,,Nabisco,Chips Ahoy Cookies Chewy Chocolate Chip,13 oz,28,0.0245943
42691001,,Nabisco,Chips Ahoy Cookies Chewy Chocolate Chip,19.5 oz,31,0.0272361
42692001,,Nabisco,Chips Ahoy Cookies Chewy Chocolate Reeses,9.5 oz,30,0.0261039
42693001,SNACKS,Nabisco,Chips Ahoy Cookies Chewy Reeses Peanut Butter Cup,9.5 oz,31,0.0274877
42694001,,Nabisco,Chips Ahoy Cookies Chocolate Chip,12 ct,32,0.0284941
42695001,,Nabisco,Chips Ahoy Cookies Chocolate Chip,18.2 oz,29,0.0255378
42696001,,Nabisco,Chips Ahoy Cookies Chunky,11.75 oz,33,0.02862
42697001,,Nabisco,Chips Ahoy Cookies Double Chocolate Thins,7 oz,33,0.0293748
42698001,,Nabisco,Chips Ahoy Cookies Oatmeal Thins,7 oz,31,0.0273619
42699001,,Nabisco,Chips Ahoy Cookies Red Velvet,9.6 oz,30,0.0263555
42700001,,Nabisco,Chips Ahoy Cookies Reduced Fat,13 oz,29,0.0255378
42701001,,Nabisco,Chips Ahoy Cookies Smores,9.6 oz,30,0.0262297
